Incident Reference,Restoration Stage,Number of Customers Restored,source_order
FREP-379235-Z,2,9,41405
FREP-379270-Z,1,2,69929
FREP-379300-Z,1,1,69928
FREP-379318-Z,1,65,74145
FREP-379340-Z,1,1,64864
FREP-379349-Z,1,0,24768
FREP-379350-Z,3,212,37297
FREP-379359-Z,1,51,14470
FREP-379368-Z,1,1,84975
FREP-379371-Z,2,151,41423
FREP-379376-Z,1,0,41422
FREP-379379-Z,1,4,84976
FREP-379387-Z,1,1,74152
FREP-379388-Z,1,1,84969
FREP-379389-Z,1,0,79583
FREP-379398-Z,1,2,79554
FREP-379400-Z,1,3,79585
FREP-379402-Z,1,198,24770
FREP-379408-Z,1,27,41424
FREP-379411-Z,1,0,112412
FREP-379412-Z,4,186,107204
FREP-379413-Z,1,25,74153
FREP-379423-Z,1,2,101422
FREP-379427-Z,3,558,24771
FREP-379440-Z,1,36,79557
FREP-379447-Z,1,1,107206
FREP-379456-Z,1,1,84959
FREP-379462-Z,1,0,112399
FREP-379463-Z,1,1,14485
FREP-379471-Z,1,42,84979
FREP-379472-Z,1,1,41409
FREP-379476-Z,1,2,14474
FREP-379480-Z,3,0,64857
FREP-379483-Z,2,180,97170
FREP-379487-Z,1,1,112416
FREP-379497-Z,1,1,14475
FREP-379507-Z,1,3,84957
FREP-379520-Z,1,295,14466
FREP-379522-Z,1,1,84974
FREP-379523-Z,1,692,112401
FREP-379524-Z,1,1,69933
FREP-379525-Z,1,14,69932
FREP-379527-Z,1,21,97177
FREP-379528-Z,1,0,97180
FREP-379531-Z,3,156,84971
FREP-379533-Z,4,95,69943
FREP-379536-Z,1,4,37300
FREP-379545-Z,1,1,112400
FREP-379556-Z,1,1,24772
FREP-379559-Z,1,24,84960
FREP-379563-Z,1,0,101410
FREP-379572-Z,1,1,101402
FREP-379573-Z,1,2,97181
FREP-379577-Z,1,1,69934
FREP-379583-Z,1,1,14486
FREP-379587-Z,2,300,79561
FREP-379597-Z,1,22,84981
FREP-379601-Z,1,25,112408
FREP-379605-Z,1,17,112417
FREP-379606-Z,1,1,112418
FREP-379608-Z,1,4,107202
FREP-379617-Z,1,1,41411
FREP-379623-Z,2,78,37294
FREP-379629-Z,1,2,101412
FREP-379630-Z,1,80,41412
FREP-379634-Z,1,648,41413
FREP-379643-Z,1,1,41428
FREP-379645-Z,1,18,74155
FREP-379648-Z,3,345,97184
FREP-379649-Z,4,59,79564
FREP-379656-Z,1,168,24780
FREP-379661-Z,1,105,101413
FREP-379663-Z,2,4,41433
FREP-379667-Z,1,1,74147
FREP-379669-Z,1,253,101414
FREP-379674-Z,1,977,14477
FREP-379678-Z,1,2,41420
FREP-379680-Z,1,14,79558
FREP-379682-Z,1,1,74148
FREP-379688-Z,1,117,14479
FREP-379689-Z,3,357,112420
FREP-379692-Z,3,365,14480
FREP-379693-Z,3,4,29517
FREP-379696-Z,1,40,84984
FREP-379697-Z,1,345,41429
FREP-379698-Z,1,1,24776
FREP-379700-Z,1,599,41432
FREP-379705-Z,3,48,101428
FREP-379710-Z,1,2,79576
FREP-379721-Z,1,3,84987
FREP-379724-Z,1,0,101429
FREP-379734-Z,1,2,64860
FREP-379738-Z,1,1,69951
FREP-379739-Z,1,4,24777
FREP-379743-Z,1,1,84963
FREP-379746-Z,1,1,41417
FREP-379770-Z,1,1,84967
FREP-379775-Z,1,128,69952
FREP-379779-Z,1,1,112422
FREP-379793-Z,2,1,101431
FREP-379799-Z,1,0,112423
FREP-379839-Z,1,0,69942
FREP-379843-Z,1,1,69940
FREP-379853-Z,1,1,112405
FREP-379857-Z,1,1,84956
FREP-379861-Z,1,0,69941
FREP-379878-Z,1,1,41436
FREP-379890-Z,5,14,41437
FREP-379898-Z,1,1,24785
FREP-379903-Z,1,0,112424
FREP-379904-Z,1,0,101448
FREP-379906-Z,1,1,29518
FREP-379916-Z,1,2,112425
FREP-379949-Z,1,0,64878
FREP-379953-Z,2,70,85002
FREP-379960-Z,1,5,112439
FREP-379961-Z,1,30,107212
FREP-379970-Z,1,56,69970
FREP-379971-Z,1,1,84991
FREP-379976-Z,2,1,41438
FREP-379978-Z,1,1,85003
FREP-379981-Z,1,9,101438
FREP-379983-Z,1,4,69971
FREP-379988-Z,1,43,24788
FREP-379989-Z,1,1,69955
FREP-379991-Z,5,1771,64871
FREP-380015-Z,1,338,64881
FREP-380023-Z,3,15,69973
FREP-380024-Z,1,240,97192
FREP-380043-Z,3,111,112428
FREP-380057-Z,1,1,64882
FREP-380058-Z,1,1,85004
FREP-380070-Z,1,6,101450
FREP-380071-Z,1,0,29526
FREP-380080-Z,5,318,69975
FREP-380081-Z,1,0,64883
FREP-380098-Z,1,1,69957
FREP-380103-Z,1,1,41455
FREP-380113-Z,5,451,112445
FREP-380120-Z,1,1,74157
FREP-380138-Z,1,134,85005
FREP-380183-Z,1,2,101440
FREP-380189-Z,1,2,69956
FREP-380194-Z,1,0,101451
FREP-380196-Z,1,28,37310
FREP-380198-Z,2,0,64873
FREP-380199-Z,1,1,14488
FREP-380211-Z,1,372,74165
FREP-380212-Z,2,35,112450
FREP-380216-Z,1,1,41443
FREP-380236-Z,1,1,41467
FREP-380242-Z,1,1,41468
FREP-380255-Z,1,2,112430
FREP-380280-Z,2,6,14496
FREP-380288-Z,1,1,69958
FREP-380302-Z,1,4,69959
FREP-380318-Z,2,9,107216
FREP-380320-Z,1,1,112457
FREP-380321-Z,1,0,41470
FREP-380336-Z,2,182,41462
FREP-380337-Z,1,5,24793
FREP-380339-Z,5,184,112458
FREP-380340-Z,1,102,24782
FREP-380353-Z,1,22,41444
FREP-380369-Z,6,358,112434
FREP-380370-Z,1,1,74160
FREP-380376-Z,1,0,85010
FREP-3804-I,1,1,101443
FREP-380401-Z,1,1,79604
FREP-380407-Z,1,0,112459
FREP-380425-Z,1,0,74161
FREP-380432-Z,1,1,41442
FREP-380434-Z,1,8,64875
FREP-380437-Z,1,1,37305
FREP-380440-Z,1,1,37308
FREP-380444-Z,1,1,101452
FREP-380448-Z,2,175,14494
FREP-380449-Z,1,1,107213
FREP-380454-Z,1,0,85009
FREP-380462-Z,2,6,69979
FREP-380476-Z,1,1,24786
FREP-380495-Z,1,18,69980
FREP-380506-Z,1,249,14499
FREP-380510-Z,2,4,74163
FREP-380520-Z,1,0,112446
FREP-380521-Z,1,2,41472
FREP-380530-Z,1,1,101435
FREP-380545-Z,1,10,85008
FREP-380552-Z,1,1,64877
FREP-380563-Z,1,1,24794
FREP-380577-Z,1,1,107210
FREP-380584-Z,1,2,41474
FREP-380593-Z,1,7,41469
FREP-380610-Z,1,1,97185
FREP-380611-Z,1,1,64869
FREP-380639-Z,1,3,84994
FREP-380641-Z,1,0,69976
FREP-380652-Z,1,1,37309
FREP-380661-Z,1,0,84998
FREP-380662-Z,1,171,69981
FREP-380663-Z,1,82,79594
FREP-380664-Z,1,0,101456
FREP-380670-Z,1,4,24795
FREP-380677-Z,1,216,112437
FREP-380683-Z,3,94,69963
FREP-380698-Z,2,671,112461
FREP-380710-Z,1,2,41471
FREP-380720-Z,3,93,112453
FREP-380721-Z,1,1,24796
FREP-380722-Z,1,1,107218
FREP-380724-Z,1,24,64880
FREP-380725-Z,1,1,24783
FREP-380729-Z,1,1,29524
FREP-380739-Z,1,1,69982
FREP-380743-Z,1,0,97190
FREP-380757-Z,1,1,84990
FREP-380766-Z,1,1,41457
FREP-380775-Z,1,1,101434
FREP-380777-Z,1,5,84999
FREP-380785-Z,1,185,84995
FREP-380791-Z,1,31,107211
FREP-380796-Z,1,4,41450
FREP-380797-Z,2,1,24797
FREP-380798-Z,1,1,101446
FREP-380799-Z,1,1,112429
FREP-380806-Z,1,1,64876
FREP-380818-Z,1,2,74162
FREP-380820-Z,3,334,69984
FREP-380821-Z,1,58,41458
FREP-380831-Z,1,1,85000
FREP-380834-Z,1,0,64886
FREP-380835-Z,1,0,24792
FREP-380845-Z,1,0,85011
FREP-380863-Z,1,1,37312
FREP-380884-Z,1,39,79596
FREP-380887-Z,1,1,69966
FREP-380909-Z,1,1,69985
FREP-380930-Z,1,19,69983
FREP-380951-Z,1,9,64872
FREP-380954-Z,1,1,84989
FREP-380961-Z,1,6,112465
FREP-380962-Z,1,1,79607
FREP-380966-Z,1,1,112466
FREP-380970-Z,1,35,74158
FREP-380972-Z,1,1,101447
FREP-380989-Z,1,2,29519
FREP-380992-Z,1,185,29521
FREP-381002-Z,1,1,79609
FREP-381007-Z,1,9,24799
FREP-381013-Z,1,58,24803
FREP-381029-Z,1,27,85017
FREP-381031-Z,1,2,37313
FREP-381036-Z,1,1,69987
FREP-381040-Z,4,453,69988
FREP-381041-Z,1,58,85038
FREP-381044-Z,4,395,112473
FREP-381053-Z,1,0,69993
FREP-381055-Z,1,1,70011
FREP-381056-Z,1,1,41501
FREP-381066-Z,1,110,29535
FREP-381067-Z,1,1,97196
FREP-381068-Z,1,1,70012
FREP-381071-Z,1,1,70010
FREP-381076-Z,1,33,107222
FREP-381081-Z,1,2,64888
FREP-381085-Z,1,1,41479
FREP-381087-Z,1,6,107231
FREP-381090-Z,1,16,112476
FREP-381092-Z,1,0,69992
FREP-381101-Z,1,1,41503
FREP-381102-Z,1,5,69996
FREP-381105-Z,1,1,14505
FREP-381110-Z,4,8,74171
FREP-381111-Z,1,1,29540
FREP-381119-Z,2,1,79616
FREP-381122-Z,1,2,101462
FREP-381126-Z,2,117,112474
FREP-381130-Z,2,136,41502
FREP-381134-Z,1,6,37319
FREP-381135-Z,1,3,69998
FREP-381136-Z,1,14,70015
FREP-381144-Z,1,37,64896
FREP-381145-Z,2,631,112478
FREP-381151-Z,1,1,69999
FREP-381155-Z,2,0,107233
FREP-381163-Z,1,191,101464
FREP-381164-Z,1,131,101481
FREP-381165-Z,1,1,14513
FREP-381168-Z,1,1,41487
FREP-381169-Z,1,33,41488
FREP-381181-Z,2,467,107223
FREP-381184-Z,1,0,101466
FREP-381200-Z,1,3,101482
FREP-381209-Z,1,14,97199
FREP-381211-Z,3,125,70001
FREP-381216-Z,1,9,70019
FREP-381218-Z,1,8,74175
FREP-381223-Z,1,2,64887
FREP-381254-Z,2,138,101470
FREP-381265-Z,4,907,101484
FREP-381268-Z,1,2,74185
FREP-381272-Z,1,1,107224
FREP-381281-Z,1,30,112482
FREP-381285-Z,3,182,41494
FREP-381288-Z,1,113,64894
FREP-381294-Z,1,1,112487
FREP-381297-Z,1,12,79626
FREP-381298-Z,1,1,74177
FREP-381299-Z,1,1,74186
FREP-381303-Z,1,4,74178
FREP-381308-Z,2,272,29542
FREP-381310-Z,1,71,85026
FREP-381312-Z,1,0,29543
FREP-381313-Z,2,1,74179
FREP-381315-Z,1,1,101485
FREP-381323-Z,1,5,107234
FREP-381335-Z,1,1,74172
FREP-381349-Z,1,265,101487
FREP-381362-Z,1,1,112488
FREP-381375-Z,1,1,74189
FREP-381383-Z,1,1,101488
FREP-381386-Z,1,4,85027
FREP-381389-Z,1,1,64899
FREP-381428-Z,1,3,70003
FREP-381446-Z,1,1,74187
FREP-381454-Z,1,11,112479
FREP-381457-Z,1,0,97200
FREP-381478-Z,1,42,101465
FREP-381508-Z,1,1,37326
FREP-381510-Z,1,0,14502
FREP-381514-Z,1,1,64891
FREP-381523-Z,1,1,79629
FREP-381529-Z,1,1,85041
FREP-381534-Z,1,5,69997
FREP-381538-Z,1,1,41506
FREP-381539-Z,1,1,37327
FREP-381541-Z,1,2,70006
FREP-381543-Z,1,1,101486
FREP-381548-Z,1,1,69995
FREP-381561-Z,1,0,85028
FREP-381569-Z,1,132,74174
FREP-381574-Z,1,28,37322
FREP-381604-Z,1,7,112480
FREP-381623-Z,1,0,70020
FREP-381625-Z,1,1,79614
FREP-381657-Z,1,1,107225
FREP-381678-Z,1,0,112489
FREP-381716-Z,2,22,85030
FREP-381736-Z,1,109,107227
FREP-381756-Z,1,0,69994
FREP-381762-Z,1,60,112491
FREP-381764-Z,1,1,85033
FREP-381768-Z,2,165,101474
FREP-381770-Z,1,2,107228
FREP-381782-Z,1,1,41478
FREP-381801-Z,1,6,37317
FREP-381802-Z,1,276,41499
FREP-381818-Z,1,1,107236
FREP-381845-Z,1,1,24810
FREP-381873-Z,1,3,70008
FREP-381888-Z,1,7,101460
FREP-381914-Z,1,0,29539
FREP-381921-Z,1,1,112477
FREP-381943-Z,1,1,79634
FREP-381944-Z,1,0,37321
FREP-381961-Z,1,547,85039
FREP-381991-Z,2,782,70009
FREP-381992-Z,1,0,37318
FREP-381995-Z,1,2,97202
FREP-382004-Z,1,3,101491
FREP-382005-Z,1,1,41507
FREP-382010-Z,3,341,37335
FREP-382012-Z,1,1,85059
FREP-382027-Z,1,1,41508
FREP-382034-Z,1,57,85044
FREP-382036-Z,2,208,74190
FREP-382039-Z,2,1194,24813
FREP-382044-Z,1,144,41510
FREP-382046-Z,1,33,85060
FREP-382053-Z,1,40,70024
FREP-382055-Z,1,0,29549
FREP-382056-Z,6,357,4636
FREP-382060-Z,2,7,112495
FREP-382064-Z,3,188,4637
FREP-382065-Z,3,145,29556
FREP-382066-Z,1,94,79647
FREP-382069-Z,1,17,4623
FREP-382070-Z,3,138,107239
FREP-382072-Z,1,138,70048
FREP-382075-Z,1,228,85065
FREP-382076-Z,2,14,101495
FREP-382077-Z,1,2,64912
FREP-382078-Z,1,7,107241
FREP-382084-Z,3,366,70026
FREP-382087-Z,5,51,107242
FREP-382089-Z,1,1,64914
FREP-382090-Z,2,1,107243
FREP-382091-Z,1,5,4625
FREP-382093-Z,2,109,70052
FREP-382100-Z,3,400,70027
FREP-382109-Z,1,0,24828
FREP-382114-Z,1,11,101496
FREP-382117-Z,1,28,107244
FREP-382118-Z,1,7,101510
FREP-382122-Z,3,130,24829
FREP-382129-Z,1,1,29560
FREP-382135-Z,1,1,79656
FREP-382142-Z,1,4,37345
FREP-382143-Z,2,162,37346
FREP-382147-Z,3,109,70028
FREP-382149-Z,3,116,37336
FREP-382155-Z,1,1,112505
FREP-382157-Z,1,1390,112509
FREP-382172-Z,1,1,70029
FREP-382177-Z,1,1,41516
FREP-382179-Z,1,46,85049
FREP-382185-Z,2,60,112492
FREP-382190-Z,1,3,112498
FREP-382195-Z,1,0,85062
FREP-382203-Z,1,0,4628
FREP-382216-Z,1,0,85070
FREP-382243-Z,1,1,37330
FREP-382251-Z,1,1,70030
FREP-382258-Z,1,5,112511
FREP-382272-Z,1,9,79658
FREP-382286-Z,1,6,24819
FREP-382289-Z,1,1,112516
FREP-382291-Z,1,1,24830
FREP-382296-Z,2,200,107238
FREP-382310-Z,1,3,85046
FREP-382320-Z,1,1,24815
FREP-382328-Z,2,4,101512
FREP-382332-Z,1,5,4639
FREP-382358-Z,1,1,37338
FREP-382367-Z,1,0,29561
FREP-382391-Z,1,1,64904
FREP-382405-Z,1,25,4629
FREP-382423-Z,7,267,37348
FREP-382436-Z,1,1,29546
FREP-382438-Z,1,2,70032
FREP-382447-Z,1,1,70057
FREP-382456-Z,1,0,4630
FREP-382464-Z,1,1,101501
FREP-382486-Z,1,1,70058
FREP-382497-Z,1,0,64916
FREP-382508-Z,1,8,37329
FREP-382517-Z,3,106,70035
FREP-382520-Z,1,19,37333
FREP-382544-Z,1,0,85048
FREP-382557-Z,3,153,101494
FREP-382559-Z,1,11,24811
FREP-382567-Z,1,1,24833
FREP-382572-Z,1,4,107245
FREP-382580-Z,1,12,64902
FREP-382584-Z,1,0,101513
FREP-382594-Z,1,1,29562
FREP-382596-Z,1,1,24823
FREP-382606-Z,1,1,4640
FREP-382617-Z,1,2,41513
FREP-382621-Z,1,1,101499
FREP-382629-Z,1,12,85051
FREP-382640-Z,1,1,29563
FREP-382644-Z,1,1,107246
FREP-382663-Z,1,0,101502
FREP-382679-Z,1,49,101508
FREP-382688-Z,1,1,37331
FREP-382692-Z,1,1,85050
FREP-382693-Z,1,1,79645
FREP-382694-Z,1,6,112499
FREP-382699-Z,1,1,112501
FREP-382702-Z,1,1,64906
FREP-382724-Z,4,129,24835
FREP-382725-Z,1,17,24831
FREP-382726-Z,1,1,24822
FREP-382730-Z,3,101,101503
FREP-382734-Z,2,1,101509
FREP-382735-Z,1,31,37353
FREP-382740-Z,1,45,29552
FREP-382741-Z,1,914,64917
FREP-382751-Z,1,32,14522
FREP-382753-Z,1,0,41519
FREP-382755-Z,1,4,70036
FREP-382757-Z,1,1,70060
FREP-382760-Z,1,1,112502
FREP-382769-Z,1,0,70037
FREP-382773-Z,2,280,112517
FREP-382777-Z,1,1,41514
FREP-382782-Z,1,1,112503
FREP-382786-Z,1,1,41520
FREP-382796-Z,1,16,37355
FREP-382801-Z,1,0,37350
FREP-382805-Z,1,67,85074
FREP-382809-Z,1,1,85071
FREP-382846-Z,2,222,85056
FREP-382861-Z,1,1,24824
FREP-382863-Z,1,1,29555
FREP-382866-Z,1,1,70041
FREP-382870-Z,1,1,4624
FREP-382891-Z,1,0,70042
FREP-382924-Z,2,79,85076
FREP-382936-Z,1,0,24820
FREP-382948-Z,1,2,85058
FREP-382950-Z,2,388,112521
FREP-382963-Z,1,0,7047
FREP-382964-Z,1,6,39226
FREP-382972-Z,1,1,113171
FREP-382975-Z,2,265,70710
FREP-382978-Z,5,188,96720
FREP-382981-Z,2,534,70688
FREP-382992-Z,2,332,98657
FREP-383001-Z,1,1,47448
FREP-383006-Z,2,188,20666
FREP-383010-Z,1,27,47449
FREP-383019-Z,1,1,47465
FREP-383026-Z,1,1,72226
FREP-383038-Z,1,1,85757
FREP-383056-Z,1,0,85758
FREP-383059-Z,1,4,113155
FREP-383060-Z,1,1,7057
FREP-383063-Z,1,1,113173
FREP-383073-Z,1,18,7058
FREP-383079-Z,1,1,1869
FREP-383082-Z,1,1,20670
FREP-383083-Z,1,1,85742
FREP-383086-Z,1,14,47466
FREP-383101-Z,1,1,70693
FREP-383114-Z,1,1,89690
FREP-383139-Z,1,0,113158
FREP-383140-Z,1,1,85743
FREP-383154-Z,1,0,113159
FREP-383187-Z,1,0,22877
FREP-383206-Z,1,1,14242
FREP-383211-Z,1,408,78825
FREP-383224-Z,2,1,113174
FREP-383261-Z,1,16,64608
FREP-383267-Z,1,1,98652
FREP-383270-Z,1,3,78828
FREP-383271-Z,3,23,113176
FREP-383274-Z,1,0,70712
FREP-383275-Z,1,2,7050
FREP-383277-Z,2,79,89699
FREP-383281-Z,4,80,20679
FREP-383283-Z,4,66,64612
FREP-383289-Z,2,1262,85746
FREP-383290-Z,1,51,98653
FREP-383293-Z,3,265,14237
FREP-383302-Z,3,589,85759
FREP-383303-Z,1,7,22880
FREP-383311-Z,1,508,70698
FREP-383315-Z,1,1,70692
FREP-383317-Z,1,0,47454
FREP-383318-Z,2,170,85749
FREP-383322-Z,3,403,7061
FREP-383331-Z,1,63,113179
FREP-383335-Z,1,2,89701
FREP-383337-Z,1,1,70700
FREP-383341-Z,1,79,1872
FREP-383342-Z,1,1,20673
FREP-383345-Z,1,1,20682
FREP-383346-Z,1,33,47458
FREP-383347-Z,1,310,14244
FREP-383350-Z,4,55,85751
FREP-383353-Z,1,8,70702
FREP-383354-Z,1,0,72227
FREP-383359-Z,2,77,39243
FREP-383361-Z,2,353,14245
FREP-383365-Z,2,66,96716
FREP-383368-Z,1,1,113183
FREP-383371-Z,1,36,39244
FREP-383389-Z,1,533,22879
FREP-383391-Z,2,219,70715
FREP-383392-Z,3,619,113154
FREP-383393-Z,1,192,20676
FREP-383396-Z,3,39,85748
FREP-383411-Z,1,35,64603
FREP-383414-Z,1,6,47450
FREP-383430-Z,1,1,113184
FREP-383434-Z,1,2,64615
FREP-383435-Z,2,27,89693
FREP-383442-Z,2,93,39228
FREP-383447-Z,1,15,85763
FREP-383450-Z,1,1,64614
FREP-383460-Z,1,270,7062
FREP-383461-Z,1,7,85769
FREP-383468-Z,1,2,20684
FREP-383495-Z,1,1,85754
FREP-383497-Z,1,1,20678
FREP-383518-Z,1,1,1880
FREP-383536-Z,1,23,39236
FREP-383543-Z,1,0,85765
FREP-383544-Z,1,75,14241
FREP-383561-Z,2,161,70708
FREP-383564-Z,1,0,113189
FREP-383596-Z,1,0,7055
FREP-383604-Z,1,2,70697
FREP-383612-Z,2,7,96725
FREP-383614-Z,1,1,98655
FREP-383622-Z,1,1,47459
FREP-383625-Z,1,1,14251
FREP-383630-Z,1,88,64607
FREP-383639-Z,1,1,1875
FREP-383651-Z,1,42,22883
FREP-383654-Z,1,1,64617
FREP-383658-Z,1,23,113170
FREP-383659-Z,1,9,70707
FREP-383666-Z,1,1,89696
FREP-383667-Z,1,1,47464
FREP-383673-Z,1,38,20685
FREP-383678-Z,2,0,89698
FREP-383680-Z,1,1,96727
FREP-383681-Z,1,1,96719
FREP-383684-Z,1,11,1884
FREP-383692-Z,1,0,96728
FREP-383693-Z,1,0,113191
FREP-383700-Z,1,51,113192
FREP-383702-Z,1,60,22893
FREP-383703-Z,1,1,72234
FREP-383708-Z,1,2,22885
FREP-383717-Z,1,0,1886
FREP-383718-Z,1,285,20689
FREP-383719-Z,1,0,85773
FREP-383723-Z,2,377,78837
FREP-383756-Z,1,1,89716
FREP-383761-Z,1,0,96731
FREP-383762-Z,1,0,14254
FREP-383764-Z,1,0,113211
FREP-383765-Z,1,3,98662
FREP-383769-Z,1,1,22888
FREP-383770-Z,1,1,70735
FREP-383772-Z,1,1,98664
FREP-383802-Z,1,1,113213
FREP-383816-Z,4,73,22889
FREP-383844-Z,9,20,72230
FREP-383860-Z,1,1,22891
FREP-383863-Z,1,0,64627
FREP-383866-Z,1,1,47469
FREP-383877-Z,1,328,98670
FREP-383883-Z,1,7,98661
FREP-383893-Z,1,2,113198
FREP-383903-Z,1,0,1901
FREP-383910-Z,1,1,96734
FREP-383914-Z,1,1,7064
FREP-383921-Z,1,517,78841
FREP-383936-Z,1,79,1902
FREP-383937-Z,1,1,1890
FREP-383943-Z,1,83,113195
FREP-383946-Z,1,2,113199
FREP-383953-Z,1,1,78846
FREP-383966-Z,1,1,39249
FREP-383971-Z,2,22,96738
FREP-383977-Z,1,1,22894
FREP-383982-Z,1,0,96739
FREP-383985-Z,1,4,113200
FREP-383988-Z,1,1,96741
FREP-383990-Z,3,61,89711
FREP-384022-Z,1,0,64619
FREP-384027-Z,1,26,64630
FREP-384036-Z,3,316,85787
FREP-384048-Z,1,1,70722
FREP-384054-Z,1,0,39258
FREP-384060-Z,5,25,96743
FREP-384062-Z,1,4,47474
FREP-384066-Z,3,2703,78843
FREP-384067-Z,4,729,96745
FREP-384068-Z,1,1,1906
FREP-384073-Z,1,50,85789
FREP-384089-Z,1,11,70738
FREP-384091-Z,1,5,1892
FREP-384092-Z,1,1,98671
FREP-384093-Z,2,160,14258
FREP-384103-Z,1,1,39259
FREP-384119-Z,1,1,22899
FREP-384130-Z,2,595,78839
FREP-384131-Z,1,3511,85791
FREP-384133-Z,1,1,70729
FREP-384143-Z,1,4,78838
FREP-384146-Z,1,1,14266
FREP-384150-Z,1,32,1893
FREP-384152-Z,1,1,85790
FREP-384157-Z,1,1,113202
FREP-384158-Z,1,3,14259
FREP-384161-Z,1,1,1891
FREP-384166-Z,3,141,47476
FREP-384173-Z,2,4,64629
FREP-384182-Z,2,2,85792
FREP-384185-Z,1,17,1909
FREP-384195-Z,1,1,20687
FREP-384198-Z,1,863,85779
FREP-384212-Z,1,1,14260
FREP-384258-Z,1,0,39250
FREP-384279-Z,1,1,78847
FREP-384281-Z,1,1,64622
FREP-384289-Z,1,11,70741
FREP-384321-Z,1,6,85774
FREP-384355-Z,1,0,39254
FREP-384374-Z,1,0,47479
FREP-384385-Z,1,7,1896
FREP-384417-Z,1,1,14265
FREP-384446-Z,1,22,1888
FREP-384457-Z,1,1,47473
FREP-384461-Z,2,47,39255
FREP-384468-Z,1,177,70742
FREP-384469-Z,1,58,113219
FREP-384476-Z,1,1,113204
FREP-384479-Z,1,1,89713
FREP-384488-Z,1,7,64623
FREP-384491-Z,3,579,89710
FREP-384494-Z,1,15,78849
FREP-384496-Z,1,2,22901
FREP-384500-Z,1,4,14268
FREP-384504-Z,1,101,113223
FREP-384518-Z,1,20,70725
FREP-384524-Z,1,1,64634
FREP-384536-Z,1,0,70739
FREP-384542-Z,1,1,85782
FREP-384560-Z,1,0,96740
FREP-384595-Z,1,1,113206
FREP-384608-Z,4,1,20697
FREP-384620-Z,2,9,1898
FREP-384622-Z,2,101,113224
FREP-384623-Z,1,77,78845
FREP-384632-Z,1,0,98669
FREP-384663-Z,1,1,22902
FREP-384684-Z,1,2,78842
FREP-384685-Z,1,7,89714
FREP-384697-Z,2,2,70733
FREP-384700-Z,2,1,85793
FREP-384708-Z,1,1,39253
FREP-384710-Z,1,1,1899
FREP-384715-Z,4,343,14269
FREP-384727-Z,2,1,113243
FREP-384736-Z,1,1,113244
FREP-384739-Z,1,1,1932
FREP-384740-Z,1,1,113226
FREP-384746-Z,1,0,98685
FREP-384752-Z,1,1,70767
FREP-384820-Z,1,17,1917
FREP-384822-Z,1,22,70769
FREP-384823-Z,1,0,22924
FREP-384825-Z,1,1,47487
FREP-384827-Z,1,1,14280
FREP-384829-Z,1,6,78851
FREP-384830-Z,1,41,1933
FREP-384839-Z,1,1,47488
FREP-384846-Z,1,5,113248
FREP-384850-Z,1,1,22906
FREP-384886-Z,1,1,78852
FREP-384890-Z,1,1,47480
FREP-384937-Z,1,1,47482
FREP-384946-Z,1,5,98686
FREP-384947-Z,1,13,85812
FREP-384950-Z,1,25,98690
FREP-384951-Z,1,2,47481
FREP-384956-Z,1,1,47491
FREP-384966-Z,1,1,70746
FREP-384968-Z,1,1,113228
FREP-384969-Z,2,3,1934
FREP-384974-Z,1,1,1918
FREP-384976-Z,1,3,85799
FREP-384979-Z,1,1,85800
FREP-384987-Z,1,1,1939
FREP-384991-Z,1,1,22909
FREP-384992-Z,3,26,113229
FREP-384998-Z,1,13,98692
FREP-385027-Z,1,1,98679
FREP-385045-Z,1,1,22929
FREP-385090-Z,1,1,98695
FREP-385117-Z,1,60,98680
FREP-385119-Z,1,1,113231
FREP-385129-Z,1,0,113232
FREP-385152-Z,1,46,70749
FREP-385179-Z,1,1,64647
FREP-385184-Z,1,1,113253
FREP-385191-Z,1,1,85803
FREP-385195-Z,1,86,70774
FREP-385198-Z,1,0,14284
FREP-385204-Z,1,1,64639
FREP-385208-Z,1,1,47485
FREP-385222-Z,1,17,113252
FREP-385242-Z,1,11,22915
FREP-385254-Z,1,0,1941
FREP-385255-Z,1,1,20709
FREP-38526-M,1,0,1944
FREP-385267-Z,1,1,113236
FREP-385280-Z,1,1,70755
FREP-385296-Z,1,2,1922
FREP-385313-Z,1,1,113230
FREP-385318-Z,1,1,113237
FREP-385320-Z,1,5,85817
FREP-385343-Z,1,2,64640
FREP-385348-Z,1,1,22931
FREP-385368-Z,1,6,70757
FREP-385370-Z,1,0,85805
FREP-385372-Z,1,3,22916
FREP-385389-Z,1,1,64650
FREP-385392-Z,1,2,70756
FREP-3854-I,1,0,98698
FREP-385400-Z,1,2,70778
FREP-385402-Z,1,32,20710
FREP-385404-Z,1,1,14283
FREP-385411-Z,1,3,70751
FREP-385412-Z,1,1,70777
FREP-385415-Z,1,1,85806
FREP-385419-Z,1,23,98687
FREP-385421-Z,1,1,78865
FREP-385422-Z,1,3,85807
FREP-385434-Z,1,3,47496
FREP-385437-Z,1,4,22908
FREP-385438-Z,1,6,70758
FREP-385441-Z,1,1,98675
FREP-385443-Z,1,1,1924
FREP-385444-Z,1,8,1938
FREP-385453-Z,1,91,70773
FREP-385461-Z,1,1,1945
FREP-385471-Z,1,1,113254
FREP-385473-Z,1,1,113240
FREP-385480-Z,1,2,113255
FREP-385482-Z,1,1,113256
FREP-385485-Z,1,1,70754
FREP-385487-Z,1,15,20703
FREP-385493-Z,1,1,47495
